property_url,property_id,listing_id,mls,mls_id,status,text,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_price_min,list_price_max,list_date,sold_price,last_sold_date,assessed_value,estimated_value,tax,tax_history,new_construction,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,county,fips_code,stories,hoa_fee,parking_garage,agent_id,agent_name,agent_email,agent_phones,agent_mls_set,agent_nrds_id,broker_id,broker_name,builder_id,builder_name,office_id,office_mls_set,office_name,office_email,office_phones,nearby_schools,primary_photo,alt_photos
https://www.realtor.com/realestateandhomes-detail/2553-Caleb-Asher-Loop_Round-Rock_TX_78665_M93864-82320,9386482320,2974842793,AUTX,6571973,SOLD,"UNDER CONSTRUCTION - EST COMPLETION IN DECEMBER Photos are representative of plan and may vary as built. Explore the Wicklow floorplan at our Avery Centre community in Round Rock, TX. The Wicklow offers 1, 363 square feet of living space across 3 bedrooms, 2.5 bathrooms, and 2-stories. This home offers two different elevations to choose from. As you enter the home you'll notice the open concept layout with a spacious living room, dining area, and kitchen. The kitchen features stainless steel appliances, white cabinets, and beautiful Silestone countertops. You'll also find a convenient powder bathroom on the first floor, perfect for guests. Towards the back of the home, you'll find the backyard with a covered back patio and detached garage.",SINGLE_FAMILY,2553 Caleb Asher Loop,2553 Caleb Asher Loop,,Round Rock,TX,78665,3,2,1,1363,2023,48,304990,,,2024-11-12,,2024-12-30,32500,305336,1140,"[{'year': 2024, 'tax': 1140, 'assessment': {'building': None, 'land': 32500, 'total': 32500}}, {'year': 2023, 'tax': 1232, 'assessment': {'building': None, 'land': 10232, 'total': 10232}}]",False,5031,,30.556672,-97.630527,,Williamson,48491,2,112,2,768324,Dave Clinton,clreynolds@drhorton.com,"[{'ext': None, 'primary': True, 'type': 'Home', 'number': '5125331411'}]",A-AUTX-245076,,4211524,D.R. Horton Austin -  Broker,,,1740034,O-AUTX-4485,"D.R. Horton, America's Builder",,"[{'number': '8306241046', 'type': 'Office', 'primary': True, 'ext': None}]","Round Rock Independent School District, Orenda Charter School",http://ap.rdcpix.com/befab0973f3543c280d07414ce1ffa2fl-m1544364999od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/befab0973f3543c280d07414ce1ffa2fl-m1544364999od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/3335-Hidalgo-Loop_Round-Rock_TX_78665_M79610-12050,7961012050,2974709470,AUTX,4080127,SOLD,"Welcome to an exceptional home, blending modern luxury with timeless style in Round Rocks Paloma Lake community. As you step inside, youre greeted by rich wood floors and a soaring entryway ceiling, setting a warm and inviting tone. Just off the foyer, French doors open to a bright and airy office space. The open-concept layout leads seamlessly to the formal dining area, perfect for entertaining and the gourmet kitchen, where quartz countertops, a waterfall-edge island, and sleek 42 painted cabinets pair beautifully with stainless steel appliances and updated light fixtures. A butlers pantry, complete with a wine fridge, ensures effortless entertaining, while a cozy breakfast nook with custom wood shutters offers the perfect spot for morning coffee. Large windows bring ample light into the main living area, which includes a stylish electric fireplace with custom woodwork. The welcoming tone continues into the main level primary suite, which is a serene retreat showcasing a stunning fan chandelier and a spa-like bathroom with a soaker tub, dual vanities, and a custom-built closet system. The main floor also features a spacious guest suite, providing privacy and comfort for visitors. Ascend the staircase to find an impressive feature wall and an expansive loft area, a full double-entry bathroom, and upper-level bedrooms, each with walk-in closets. Entertainment spaces abound in this home, with a dedicated movie theatre, complete with a screen and projector, ideal for movie nights. Alternatively, the movie theatre could function as an extra bedroom. Outdoors, the expansive patio invites you to relax by the firepit. The 2.5-car garage is equipped with a 250-watt electric car plug and ample shelving, making it both practical and versatile. Additional features include security system, front and back gutters, and LEED certification, underscoring this homes commitment to sustainability. This sophisticated residence is more than just a home its a lifestyle.",SINGLE_FAMILY,3335 Hidalgo Loop,3335 Hidalgo Loop,,Round Rock,TX,78665,5,3,,3095,2017,42,595000,,,2024-11-08,,2024-12-20,467403,589000,9904,"[{'year': 2024, 'tax': 9904, 'assessment': {'building': None, 'land': None, 'total': 467403}}, {'year': 2023, 'tax': 9765, 'assessment': {'building': None, 'land': None, 'total': 424912}}, {'year': 2022, 'tax': 9844, 'assessment': {'building': None, 'land': None, 'total': 386284}}, {'year': 2021, 'tax': 9717, 'assessment': {'building': 274104, 'land': 77063, 'total': 351167}}, {'year': 2020, 'tax': 8896, 'assessment': {'building': 287500, 'land': 70600, 'total': 358100}}, {'year': 2019, 'tax': 9448, 'assessment': {'building': 279730, 'land': 68908, 'total': 348638}}, {'year': 2018, 'tax': 10083, 'assessment': {'building': None, 'land': 52808, 'total': 52808}}, {'year': 2017, 'tax': 1570, 'assessment': {'building': None, 'land': 52808, 'total': 52808}}]",False,7867,,30.562708,-97.619515,Paloma Lake,Williamson,48491,2,54,2,823008,Sonia Guardado,Sonia@MagnoliaRealty.com,"[{'ext': None, 'primary': True, 'type': 'Mobile', 'number': '5125072935'}]",A-AUTX-585758,831003731,,,,,,O-AUTX-701671,Magnolia Realty Round Rock,kristis@magnoliarealty.com,"[{'number': '(512) 402-5111', 'type': 'Office', 'primary': True, 'ext': None}]","Round Rock Independent School District, Orenda Charter School",http://ap.rdcpix.com/aa98851d53002edafdf414cabcc01909l-m2489568593od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/aa98851d53002edafdf414cabcc01909l-m2489568593od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2555-Caleb-Asher-Loop_Round-Rock_TX_78665_M96355-21154,9635521154,2974150605,AUTX,1585252,SOLD,"UNDER CONSTRUCTION - EST COMPLETION IN SEPTEMBER Photos are representative of plan and may vary as built. Take a look at the Smithwick floorplan at our Avery Centre community in Round Rock, TX. Designed with you in mind, this floorplan offers 1, 567 square feet of living space across 3 bedrooms and 2.5 bathrooms. With 2 exterior elevations to choose from, you're sure to find the perfect design that aligns with your personal style.",SINGLE_FAMILY,2555 Caleb Asher Loop,2555 Caleb Asher Loop,,Round Rock,TX,78665,3,2,1,1567,2023,56,321990,,,2024-10-25,,2024-12-20,32500,320556,1140,"[{'year': 2024, 'tax': 1140, 'assessment': {'building': None, 'land': 32500, 'total': 32500}}, {'year': 2023, 'tax': 1232, 'assessment': {'building': None, 'land': 10232, 'total': 10232}}]",False,5031,,30.5567,-97.630472,,Williamson,48491,2,112,2,768324,Dave Clinton,clreynolds@drhorton.com,"[{'ext': None, 'primary': True, 'type': 'Home', 'number': '5125331411'}]",A-AUTX-245076,,4211524,D.R. Horton Austin -  Broker,,,1740034,O-AUTX-4485,"D.R. Horton, America's Builder",,"[{'number': '8306241046', 'type': 'Office', 'primary': True, 'ext': None}]","Round Rock Independent School District, Orenda Charter School",http://ap.rdcpix.com/3ad18c419c5dc3515bf59dfa8ecf8b51l-m3372559460od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/3ad18c419c5dc3515bf59dfa8ecf8b51l-m3372559460od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2945-Todd-Trl_Round-Rock_TX_78665_M80194-01730,8019401730,2975042403,AUTX,8171317,SOLD,"Nestled in the highly desirable Estates at Settlers Park, this beautifully maintained single-story home combines comfort, functionality, and an unbeatable location. Enjoy easy access to Settlers Park, Dell Diamond, Kalahari Resort, and other local attractions, all within minutes. Step inside to discover an open-concept floorplan with tall ceilings, abundant natural light, and versatile spaces perfect for modern living. Two designated dining areas provide flexibility for entertaining, while a home office with French doors offers the option of a fourth bedroom. The spacious living room, anchored by a striking floor-to-ceiling brick fireplace, flows seamlessly into the eat-in kitchen. Cooking and gathering are a breeze with a breakfast bar, granite countertops, ample storage, and a gas cooktop. Retreat to the private owners suite, boasting a vaulted ceiling, crown molding, a walk-in closet, and an en-suite bath with a dual vanity, soaking tub, and separate walk-in shower. Well-sized secondary bedrooms share easy access to the full guest bathroom. Outdoor living shines with a huge covered back patio, perfect for relaxation or entertaining, overlooking the fenced-in yard. The home is just a short walk from the community park and pool, adding even more convenience to this fantastic property. Dont miss this opportunity to enjoy style and functionality in a prime location. Schedule a showing today!",SINGLE_FAMILY,2945 Todd Trl,2945 Todd Trl,,Round Rock,TX,78665,4,2,,2161,2009,48,445000,,,2024-11-15,,2025-01-02,385141,441000,7431,"[{'year': 2024, 'tax': 7431, 'assessment': {'building': None, 'land': None, 'total': 385141}}, {'year': 2023, 'tax': 7303, 'assessment': {'building': None, 'land': None, 'total': 350128}}, {'year': 2022, 'tax': 7330, 'assessment': {'building': None, 'land': None, 'total': 318298}}, {'year': 2021, 'tax': 7144, 'assessment': {'building': 216105, 'land': 73257, 'total': 289362}}, {'year': 2020, 'tax': 6532, 'assessment': {'building': 217260, 'land': 66447, 'total': 283707}}, {'year': 2019, 'tax': 6674, 'assessment': {'building': 220829, 'land': 66447, 'total': 287276}}, {'year': 2018, 'tax': 6670, 'assessment': {'building': 216160, 'land': 62100, 'total': 278260}}, {'year': 2017, 'tax': 6555, 'assessment': {'building': 206681, 'land': 62100, 'total': 268781}}, {'year': 2016, 'tax': 6314, 'assessment': {'building': 195401, 'land': 50600, 'total': 246001}}, {'year': 2014, 'tax': 5289, 'assessment': {'building': 181912, 'land': 42900, 'total': 224812}}, {'year': 2013, 'tax': 4974, 'assessment': {'building': None, 'land': None, 'total': 205098}}, {'year': 2012, 'tax': 4829, 'assessment': {'building': None, 'land': None, 'total': 213006}}, {'year': 2011, 'tax': 5015, 'assessment': {'building': None, 'land': None, 'total': 213397}}, {'year': 2008, 'tax': 590, 'assessment': {'building': None, 'land': None, 'total': 27000}}]",False,9074,,30.549113,-97.624473,Estates at Settlers Park,Williamson,48491,1,34,2,3107284,Marissa Holmes,marissaholmes@realtyaustin.com,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '5126730761'}]",A-AUTX-687848,,712524,Realty Austin Compass,,,207882,O-AUTX-3788,Compass RE Texas,realtor@realtyaustin.com,"[{'number': '(512) 241-1300', 'type': 'Office', 'primary': True, 'ext': None}]",Round Rock Independent School District,http://ap.rdcpix.com/a8601a31c53fce0408d02494d1fb402dl-m3425509974od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/a8601a31c53fce0408d02494d1fb402dl-m3425509974od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2324-Jack-Nora-Way_Round-Rock_TX_78665_M96832-82772,9683282772,2972218684,AUTX,8547686,SOLD,"MLS# 8547686 - Built by Century Communities - Ready Now! ~ The stylish two-story San Jacinto at The Hollows at Avery Centre features an inviting open-concept layout with an abundance of living space. Upon entering the home, an inviting entryway guides you to a dining area, a well-appointed kitchen and an expansive great room with direct access to the patio. As you head upstairs, youll find two spacious secondary bedroomseach with a walk-in closetplus a full hall bath and a convenient laundry room. Youll also love the private owner's suite, featuring a spacious walk-in closet and an attached spa-like bath.",SINGLE_FAMILY,2324 Jack Nora Way,2324 Jack Nora Way,,Round Rock,TX,78665,3,2,1,1433,2024,94,377715,,,2024-09-17,,2024-12-20,,347364,,,True,3877,,30.553225,-97.640579,,Williamson,48491,2,62,2,560046,Ben Caballero,caballero@homesusa.com,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '8888726006'}]",A-AUTX-096651,798501920,,HomesUSA.com -  Broker,,,1084917,O-AUTX-2160,HomesUSA.com,leads+homesusacom1091-o-1@kvcore.com,"[{'number': '8888728006', 'type': 'Office', 'primary': True, 'ext': None}]",Round Rock Independent School District,http://ap.rdcpix.com/7ffd961bc69264ce6d9435dd2f8914e0l-m2211120891od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/7ffd961bc69264ce6d9435dd2f8914e0l-m2211120891od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2404-Jack-Nora-Way_Round-Rock_TX_78665_M92618-92889,9261892889,2973700634,AUTX,7592485,SOLD,"MLS# 7592485 - Built by Century Communities - Ready Now! ~ Youll fall in love with the exquisite San Saba at The Hollows at Avery Centre. As you enter the home from a generous front porch, youll find a well-equipped kitchen, a charming dining area and an expansive great room with direct access to the backyard. Other main-floor highlights include a versatile flex room and a convenient laundry room. Upstairs, you'll find two gracious secondary bedroomsone with a walk-in closetsharing a full hall bath. Completing the second floor, a private owners suite showcases an attached bath with a walk-in shower and a spacious walk-in closet.",SINGLE_FAMILY,2404 Jack Nora Way,2404 Jack Nora Way,,Round Rock,TX,78665,3,2,1,1684,2024,64,387215,,,2024-10-16,,2024-12-19,,384000,,,True,3877,,30.553659,-97.640532,,Williamson,48491,2,62,2,560046,Ben Caballero,caballero@homesusa.com,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '8888726006'}]",A-AUTX-096651,798501920,,HomesUSA.com -  Broker,,,1084917,O-AUTX-2160,HomesUSA.com,leads+homesusacom1091-o-1@kvcore.com,"[{'number': '8888728006', 'type': 'Office', 'primary': True, 'ext': None}]",Round Rock Independent School District,http://ap.rdcpix.com/0370c9036ffc984e159753ad77d8723dl-m3278774228od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/0370c9036ffc984e159753ad77d8723dl-m3278774228od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/5800-Livorno-Cv_Round-Rock_TX_78665_M81593-42038,8159342038,2973706019,AUTX,5364822,SOLD,"Welcome to this move-in ready, two-story home on a spacious corner lot in the desirable Siena community! Featuring an abundance of natural light, this home offers laminate flooring throughout the main living area, creating a bright and modern feel. The heart of the home is the open-concept kitchen, equipped with sleek stainless steel appliances, granite countertops, under-cabinet lighting, and a convenient shared laundry room and pantry space. The kitchen flows seamlessly into the dining area and living room, perfect for gatherings and daily living.The main level also includes the primary bedroom retreat, complete with an en suite boasting a dual sink vanity, walk-in shower, and a spacious walk-in closet. Upstairs, you'll find a large family room or bonus area, three generously sized bedrooms, and an additional office or media room, providing plenty of space for work or play.Step outside to enjoy the backyard, which features a covered patio with a fanideal for relaxing on warm Texas evenings. The Siena community offers fantastic amenities, including two pools, two playgrounds, two soccer fields, two basketball courts, sand volleyball pit and walking trails making this home a perfect blend of comfort and convenience. Dont miss out on this opportunity! Click the Virtual Tour link to view the 3D walkthrough. Discounted rate options and no lender fee future refinancing may be available for qualified buyers of this home.",SINGLE_FAMILY,5800 Livorno Cv,5800 Livorno Cv,,Round Rock,TX,78665,4,2,1,2465,2018,63,400000,,,2024-10-16,,2024-12-18,384833,396106,9329,"[{'year': 2024, 'tax': 9329, 'assessment': {'building': None, 'land': None, 'total': 384833}}, {'year': 2023, 'tax': 9747, 'assessment': {'building': None, 'land': None, 'total': 349848}}, {'year': 2022, 'tax': 9457, 'assessment': {'building': None, 'land': None, 'total': 318044}}, {'year': 2021, 'tax': 9044, 'assessment': {'building': 227336, 'land': 61795, 'total': 289131}}, {'year': 2020, 'tax': 8596, 'assessment': {'building': 92035, 'land': 59934, 'total': 151969}}]",False,10542,,30.560791,-97.59993,,Williamson,48491,2,25,2,100496587,Mutalib Glasgow,moody@texashomesbymoody.com,"[{'ext': None, 'primary': True, 'type': 'BUSINESS_MOBILE', 'number': '(818) 448-2117'}]",A-AUTX-795158,,3976856,Orchard   - Broker,,,3976857,O-AUTX-6414,Orchard  ,hello@orchardhomes.com,"[{'number': '8448191373', 'type': 'Office', 'primary': True, 'ext': None}]","Hutto Independent School District, Orenda Charter School",http://ap.rdcpix.com/7afa0ec909582f1b5c6eb706877f022bl-m1965136558od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/7afa0ec909582f1b5c6eb706877f022bl-m1965136558od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/3109-Clinton-Pl_Round-Rock_TX_78665_M72664-22268,7266422268,,,,SOLD,,SINGLE_FAMILY,3109 Clinton Pl,3109 Clinton Pl,,Round Rock,TX,78665,,2,,1434,2004,,,,,,,2024-12-16,292714,341000,5549,"[{'year': 2024, 'tax': 5549, 'assessment': {'building': None, 'land': None, 'total': 292714}}, {'year': 2023, 'tax': 5551, 'assessment': {'building': None, 'land': None, 'total': 266104}}, {'year': 2022, 'tax': 5571, 'assessment': {'building': None, 'land': None, 'total': 241913}}, {'year': 2021, 'tax': 5430, 'assessment': {'building': 157129, 'land': 62792, 'total': 219921}}, {'year': 2020, 'tax': 4964, 'assessment': {'building': 167345, 'land': 54998, 'total': 222343}}, {'year': 2019, 'tax': 5133, 'assessment': {'building': None, 'land': None, 'total': 211830}}, {'year': 2018, 'tax': 4918, 'assessment': {'building': 141173, 'land': 51400, 'total': 192573}}, {'year': 2017, 'tax': 4536, 'assessment': {'building': 130159, 'land': 51400, 'total': 181559}}, {'year': 2016, 'tax': 4265, 'assessment': {'building': 123902, 'land': 42300, 'total': 166202}}, {'year': 2014, 'tax': 3578, 'assessment': {'building': None, 'land': None, 'total': 152073}}, {'year': 2013, 'tax': 3243, 'assessment': {'building': None, 'land': None, 'total': 134423}}, {'year': 2012, 'tax': 3165, 'assessment': {'building': None, 'land': None, 'total': 129712}}, {'year': 2011, 'tax': 3054, 'assessment': {'building': None, 'land': None, 'total': 129782}}, {'year': 2010, 'tax': 3091, 'assessment': {'building': None, 'land': None, 'total': 132470}}, {'year': 2008, 'tax': 3080, 'assessment': {'building': None, 'land': None, 'total': 140934}}]",False,7306,,30.548375,-97.621024,Settlers Crossing,Williamson,48491,1,,,,,,,,,,,,,,,,,,"Round Rock Independent School District, Orenda Charter School",,
https://www.realtor.com/realestateandhomes-detail/5813-Urbano-Bnd_Round-Rock_TX_78665_M86401-21517,8640121517,,,,SOLD,,CONDO,5813 Urbano Bnd,5813 Urbano Bnd,,Round Rock,TX,78665,3,2,1,1820,2018,,,,,,,2024-12-13,320888,353000,8203,"[{'year': 2024, 'tax': 8203, 'assessment': {'building': None, 'land': None, 'total': 320888}}, {'year': 2023, 'tax': 8127, 'assessment': {'building': None, 'land': None, 'total': 291716}}, {'year': 2022, 'tax': 7885, 'assessment': {'building': None, 'land': None, 'total': 265196}}, {'year': 2021, 'tax': 7541, 'assessment': {'building': 203854, 'land': 37233, 'total': 241087}}, {'year': 2020, 'tax': 7167, 'assessment': {'building': 194160, 'land': 38023, 'total': 232183}}, {'year': 2019, 'tax': 7249, 'assessment': {'building': None, 'land': 35244, 'total': 35244}}]",False,4899,,30.551488,-97.600704,,Williamson,48491,2,,,,,,,,,,,,,,,,,,"Hutto Independent School District, Orenda Charter School",http://ap.rdcpix.com/1411840362/460d90920edfc61fe39f701360a1fe7el-m0od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/1411840362/460d90920edfc61fe39f701360a1fe7el-m0od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2316-Marshall-Trl_Round-Rock_TX_78665_M70019-40983,7001940983,2974660352,AUTX,8609636,SOLD,"Accepting backup offers! Rare find in Settlers Crossing, where few homes have hit the market recently! Floors were replaced around six years ago, and a new roof was installed in April 2023. When you pull up to this house, notice the curb appeal with the landscaping and flowers that surround the amazing front porch of this home. As you tour this 4 bed, 2 bath, one story home, you will notice how airy it feels with the high ceilings. Settlers crossing is wonderfully located in the heart of Round Rock, with entertainment venues like the Dell Diamond and Kalahari resort, and major employers like Dell, Emerson, Samsung, Tesla, all within proximity. Come see this home that could be yours in one of the fastest growing areas in the country.",SINGLE_FAMILY,2316 Marshall Trl,2316 Marshall Trl,,Round Rock,TX,78665,4,2,,1648,2005,32,355000,,,2024-11-07,,2024-12-09,308481,354000,5841,"[{'year': 2024, 'tax': 5841, 'assessment': {'building': None, 'land': None, 'total': 308481}}, {'year': 2023, 'tax': 5850, 'assessment': {'building': None, 'land': None, 'total': 280437}}, {'year': 2022, 'tax': 5871, 'assessment': {'building': None, 'land': None, 'total': 254943}}, {'year': 2021, 'tax': 5722, 'assessment': {'building': 168974, 'land': 62792, 'total': 231766}}, {'year': 2020, 'tax': 5231, 'assessment': {'building': 179950, 'land': 54998, 'total': 234948}}, {'year': 2019, 'tax': 5424, 'assessment': {'building': None, 'land': None, 'total': 226300}}, {'year': 2018, 'tax': 5254, 'assessment': {'building': 154327, 'land': 51400, 'total': 205727}}, {'year': 2017, 'tax': 4846, 'assessment': {'building': 142287, 'land': 51400, 'total': 193687}}, {'year': 2016, 'tax': 4550, 'assessment': {'building': 135446, 'land': 42300, 'total': 177746}}, {'year': 2014, 'tax': 3813, 'assessment': {'building': None, 'land': None, 'total': 162092}}, {'year': 2013, 'tax': 3455, 'assessment': {'building': None, 'land': None, 'total': 143326}}, {'year': 2012, 'tax': 3374, 'assessment': {'building': None, 'land': None, 'total': 138244}}, {'year': 2011, 'tax': 3255, 'assessment': {'building': None, 'land': None, 'total': 138195}}, {'year': 2010, 'tax': 3291, 'assessment': {'building': None, 'land': None, 'total': 140678}}, {'year': 2008, 'tax': 3276, 'assessment': {'building': None, 'land': None, 'total': 149894}}]",False,6970,,30.549728,-97.619961,Settlers Crossing,Williamson,48491,1,0,2,1279921,The Robert J Fischer Team,info@rjfteam.com,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '5125374977'}]",A-AUTX-538860,785019209,,,,,4814187,O-AUTX-700254,Keller Williams Realty-Rr,,"[{'number': '5129940247', 'type': 'Office', 'primary': True, 'ext': None}]","Round Rock Independent School District, Orenda Charter School",http://ap.rdcpix.com/1fc29bf14f604f9b9193534b233d02e1l-m2903504057od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/1fc29bf14f604f9b9193534b233d02e1l-m2903504057od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2412-Jack-Nora-Way_Round-Rock_TX_78665_M94221-06153,9422106153,2967422727,AUTX,6031990,SOLD,"MLS# 6031990 - Built by Century Communities - Ready Now! ~ The stylish two-story San Jacinto at The Hollows at Avery Centre features an inviting open-concept layout with an abundance of living space. Upon entering the home, an inviting entryway guides you to a dining area, a well-appointed kitchen and an expansive great room with direct access to the patio. As you head upstairs, youll find two spacious secondary bedroomseach with a walk-in closetplus a full hall bath and a convenient laundry room. Youll also love the private owner's suite, featuring a spacious walk-in closet and an attached spa-like bath. Additional home highlights and upgrades: 36in White cabinets, granite counter tops, Stainless-steel appliance package with gas range, Wood-look luxury vinyl plank flooring in common areas, Double vanities in owners suite bathroom, Walk-in shower in primary bath, 10 x10 patio, Landscape package Exceptional included features, such as our Century Home Connect smart home package and more!",SINGLE_FAMILY,2412 Jack Nora Way,2412 Jack Nora Way,,Round Rock,TX,78665,3,2,1,1433,2024,209,367715,,,2024-05-17,,2024-12-12,,361000,,,True,3877,,30.553839,-97.640507,,Williamson,48491,2,62,2,560046,Ben Caballero,caballero@homesusa.com,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '8888726006'}]",A-AUTX-096651,798501920,,HomesUSA.com -  Broker,,,1084917,O-AUTX-2160,HomesUSA.com,leads+homesusacom1091-o-1@kvcore.com,"[{'number': '8888728006', 'type': 'Office', 'primary': True, 'ext': None}]",Round Rock Independent School District,http://ap.rdcpix.com/e8b328f859411ef89e8d13e3afab5ec5l-m3817027182od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/e8b328f859411ef89e8d13e3afab5ec5l-m3817027182od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1850-Settlers-Glen-Dr-Unit-705_Round-Rock_TX_78665_M93908-17468,9390817468,2972000412,AUTX,7181904,SOLD,"Brand new, energy-efficient home available by Sept 2024! The upstairs loft is perfect for hosting game nights. Retreat to the downstairs primary suite when you need quiet space. Espresso cabinets with ashen white granite countertops, brown EVP flooring and warm grey-brown carpet in our Calm package. Homestead Village offers beautiful two-story townhomes featuring the latest design trends in an amenity-rich community complete with a swimming pool, splashpad, pavilion, playground, trails and 20 acres of parkland. This prime location in the renowned Round Rock ISD sits adjacent to Old Settlers Park and across Hwy 79 from the new Kalahari Resort and Convention Center. Each of our homes is built with innovative, energy-efficient features designed to help you enjoy more savings, better health, real comfort and peace of mind.",TOWNHOMES,1850 Settlers Glen Dr Unit 705,1850 Settlers Glen Dr,Unit 705,Round Rock,TX,78665,4,2,1,2127,2024,95,389990,,,2024-09-12,,2024-12-16,,392294,,,False,,,30.544397,-97.638962,,Williamson,48491,2,89,2,3070435,Patrick Mcgrath,contact.center@meritagehomes.com,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '7815880549'}]",A-AUTX-434432,,1842611,Meritage_National_Corp,,,1587515,O-AUTX-5799,Meritage Homes Realty,contact.center@meritagehomes.com,"[{'number': '(877) 285-6374', 'type': 'Toll Free', 'primary': True, 'ext': None}]",Round Rock Independent School District,http://ap.rdcpix.com/0986e7474547a211441b005016e6a4e7l-m4141426566od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/0986e7474547a211441b005016e6a4e7l-m4141426566od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/5813-Urbano-Bnd-4_Round-Rock_TX_78665_M97003-39702,9700339702,2973749290,AUTX,5079904,SOLD,"Experience peaceful suburban living in the desirable Siena community of Round Rock, Texas. This beautifully maintained, move-in-ready two-story home offers a fantastic opportunity at a low price, backing to a serene green space for ultimate privacy. This is a stand-alone 3BD/2.5BA condo home is situated in the Siena Patio Homes portion of the community and enjoys access to the South Siena amenities, which are just across the greenbelt from the home. Built-in 2018, the home features a striking brick exterior and well-maintained landscaping, along with a two-car garage and designated guest parking. Step inside through an inviting archway to discover a luminous open floor plan adorned with easy-to-maintain vinyl plank flooring. The living room boasts soaring two-story ceilings with stacked windows that bathe the space in natural light. The contemporary island kitchen is perfect for entertaining, featuring sleek granite countertops, stainless steel appliances, pristine white cabinetry, and a timeless tile backsplash. The main floor hosts a secluded primary suite with a private ensuite bath, walk-in shower, dual vanity, and a spacious walk-in closet. Upstairs, a bonus living area offers flexible space, flanked by two secondary bedrooms and a full bath. All bedrooms provide soothing sunset views over the green space. Enjoy outdoor living on the covered back porch, ideal for grilling and relaxing. The backyard is a blank slate awaiting your personal touch. Located in the excellent Hutto ISD, with convenient access to schools, community amenities, and major thoroughfares, this home is just minutes from Downtown Round Rock and Austin's tech corridor. Dont miss your chance to own this contemporary suburban gem - schedule your showing today!",SINGLE_FAMILY,5813 Urbano Bnd Unit 4,5813 Urbano Bnd,Unit 4,Round Rock,TX,78665,3,2,1,1820,2018,56,360000,,,2024-10-17,,2024-12-12,,,,,False,4905,,30.551508,-97.600723,,Williamson,48491,2,38,2,2241028,Kathy Sokolic,kathysokolic@realtyaustin.com,"[{'ext': None, 'primary': True, 'type': 'Mobile', 'number': '5128093497'}]",A-AUTX-668136,785041303,712524,Realty Austin Compass,,,207882,O-AUTX-3788,Compass RE Texas,realtor@realtyaustin.com,"[{'number': '(512) 241-1300', 'type': 'Office', 'primary': True, 'ext': None}]","Hutto Independent School District, Orenda Charter School",http://ap.rdcpix.com/d2b2ffcc44a97ca94650676501cc099dl-m3309769391od-w480_h360_x2.webp?w=1080&q=75,http://ap.rdcpix.com/d2b2ffcc44a97ca94650676501cc099dl-m3309769391od-w480_h360_x2.webp?w=1080&q=75
